Airline Name,Overall_Rating,Review_Title,Review,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,departure,destination,in_usa,destination_country,destination_in_USA,flight_type
American Airlines,1,"""canceled my flight and booked with Delta""",This was the worst experience I ever had at the airport. I missed my flight due to the negligence of the customer ice agent. When I complained about the service the agent was very disrespectful. I waited over an hour to see a manager. So I canceled my flight and booked with Delta. The experience with Delta was great. My company will never use this airline.,Business,Economy Class,7/1/2023,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Charleston,Washington,TRUE,United States,TRUE,Domestic
American Airlines,1,"""Would not recommend""","Trying to return home from our honeymoon and our first flight was delayed, but so was our second one from Charlotte to Cincinnati so we made it in time. While in line we heard them give my husbands seat to a passenger in front of us, when scanning our boarding passes they didn’t work, but our checked bags scanned? While in line for customer support (which was forever long) we were the next people in line and a worker pulled two groups to go to a gate worker to get the line down. We said no we wanted to stay, we were next in line. He told us we had to so another 2 hours later we are still in line at the gate and the gate worker had no clue what he was doing. So I went back and stood in line again at customer service. I made it to the front again before my husband moved so I called him to come back over. At the gate the worker would not look up where another customers bag was because they said over and over again that if you don’t make it on a flight neither does your bag. So at customer service we were very nice in which we did not get in return. Asked us why we didn’t know what flight we were on? Told us they rebooked us for 6 pm the next day. There were no hotels, no rental cars. So our only option was to stay at the airport for close to 20hrs. With no solution or compensation or anything. We then asked her if she could check where our bags were, in which she told us that if we didn’t get on the flight neither did our bags. We asked again if she could just check. So she did and was very annoyed about it and sure enough, our bags were on the flight without us. We asked how that happened, then another customer service representative said we have no idea you’re not talking to the right people about that? Who else would we talk to about that? Would not recommend flying this company to anyone.",Couple Leisure,Economy Class,7/1/2023,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Charlotte,Cincinnati,TRUE,United States,TRUE,Domestic
American Airlines,3,"""way to ruin a wonderful occasion""","American Airlines you no longer exist in my world. My parents 50th anniversary was a magical event! The Common Man Restaurant was amazing and Courtney was a delight but back to American Airlines. Cancelled my parents flight 15 minutes before it was due to leave! The call to customer service was awful they would not pass the call to a supervisor, nor would they compensate my parents for the serious issues they created. They were told this is a personal problem! The best they can do a flight Tuesday night! My parents car is in parking racking up the bill, their dogs are being boarded at a substantial cost, and the customer service person would not identify herself - she didn’t feel comfortable! As they say, no way to run an airline! American Airlines, way to ruin a wonderful occasion!",Business,Economy Class,7/1/2023,Neutral,Neutral,Neutral,Very Dissatisfied,Neutral,Very Dissatisfied,Charlotte,Manchester,TRUE,United Kingdom,FALSE,International
American Airlines,1,"""rubbish customer service""","Absolutely rubbish customer service. From beginning to end flight attendants were disinterested, rushed, unorganised and totally focused on doing as little as possible. Food was borderline inedible and unacceptable for a route of that length. Seat is uncomfortable and cramped. This airline should not be able to codeshare with other oneworld partners as they don’t even come close to their levels of service. I would never use them again.",Solo Leisure,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dallas,London,TRUE,United Kingdom,FALSE,International
American Airlines,1,"""a terrible experience""","Overall, it was a terrible experience. My flight was originally scheduled for 10:40pm, but then it was delayed to midnight, a few minutes later it was delayed to 12:30, then 4:00am, and finally 7:30am. By the time we were made aware that the flight was going to leave in the morning, it no longer made logical sense to take a hotel voucher because by the time you would have made it to the hotel, you would have to leave an hour later to make it through TSA, so almost everyone on my flight decided to spend the night at the airport. In return, customer service representatives gave us $12 food vouchers. This is unacceptable. Not to mention, the customer service representatives were in a terrible mood and I do not blame them. They deserve better than having to tell a hundred angry customers back to back that all they can do is give a $12 food voucher. I am disappointed and will not be flying with American again. It is in your best interest to do the same.",Business,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dallas,Wichita,TRUE,United States,TRUE,Domestic
American Airlines,1,"""have to spend the night in the airport""","Let's start with the fact that we boarded the flight in Charlotte and then told the flight was canceled. No instructions on what to do. They gave our plane to the people going to Syracuse because their plane had mechanical problems. Finally I was told to go to airline services where the line was almost 100 yards long. I went to another terminal and they didn't have any flights to Albany, NY. Now I have to spend the night in the airport because they won't put me in a hotel for the night. Next flight is in the morning but I have to go to Washington DC and another 4 hour layover. While sitting here they boarded people onto a plane without interior lights only to make them get off again. Several flights had to switch gates so people are going every which way.",Solo Leisure,Premium Economy,7/1/2023,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Fayetteville,Albany,TRUE,United States,TRUE,Domestic
American Airlines,2,"""shoddy customer service""","Me and my wife landed in Dallas to connect with our plane to College Station. We were desperate to see our daughter who just got out of the hospital the day before. Because we were unable to deboard (gate not open?) we ran to the connecting gate (actually took the airport train) only to find out that they moved the gate. We took the train back and arrived to the now correct gate 8 minutes before take-off and were not allowed to get on our 4:50pm flight, We went to American customer service and were told the next flight was after 10 pm and that it had no seats left. Agent gave us two standby passes and said we would not know if we can get on unless two people sis not show up or cancelled and we would not know until 10 pm until the after 10 pm. I asked 'what do we do if we do not get on this plane?' Well we were told we can apply to get a hotel room. Mind you I am 70 years old and dog tired from being at the Nashville Airport for leg one of our journey at 8am that morning, We could wait until after 10pm if we knew we had a seat but not just to be told we were denied. We had to see our daughter! I took an Uber to College Station and the Uber driver drove us over an extra 100 miles to charge us more, which was not the original route or price. I am dealing with that. I called American to see if we could get reimbursed and was told that the I should of gotten on the 10:00 pm flight as there Were 5 SEATS! The agent lied to us! I am very disappointed at American and their shoddy customer service.",Couple Leisure,Economy Class,7/1/2023,Neutral,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Nashville,Dallas,TRUE,United States,TRUE,Domestic
American Airlines,1,"""Their service is low budget""","Every time I fly American Airlines there is always a delay. This time we sat on plane waiting to take off for 2 hrs. Missing our connecting flight in Dallas. This airline does not care about its passengers, they don’t care about safety or if you miss your flight e aisles of there technical issues. If one flight is late and there is a lot of people on the delayed flight for connecting flight, they should wait for the passenger.  Their service is low budget. They’re unorganized and unpredictable. Take your money to Delta or Southwest. Never flying with them again in my life. Ruined our Trip. Now we have to sleep in the airport.",Family Leisure,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Miami,Sacramento,TRUE,United States,TRUE,Domestic
American Airlines,1,"""I will never fly American again""","I will never fly American again. Supposed to take off at 9 and here we are still sitting at 10.15. This is after we had to taxi all the way back to the gate because they forgot the log book. Kept us sitting for at least 30 minutes with no updates until we're told the pilots are over their flight hours and now we have to wait for another crew. Shouldn't that have been figured out ahead of time. Not to mention American took away mine and my husband's seats and made us pick new ones that we couldn't even sit together. The only explanation offered was maybe it was a flight swap. So like I said, never again will I fly this incompetent airline and will warning others to do the same. I understand things happen but this seems like major human error that could have been avoided instead of at the inconvenience of numerous passengers.",Couple Leisure,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dallas,Sacramento,TRUE,United States,TRUE,Domestic
American Airlines,3,"""She was extremely rude""","The customer service at the gate in Atlanta GA on flight AA 2591/02 going to Miami July 2nd around 1:00 was so horrible I don’t know how they have a job there. I have worked in customer service for 15 years and I have never in my life spoke to a customer in the manner this lady spoke to myself my husband and my two children. She was extremely rude and her comments were unnecessary. We were flying standby. Once boarding started, I walked to the counter to see if any standby tickets had been cleared. She said no. So I proceeded to step to the side and continue my phone call with Carnival cruise line to let them know we are arriving late. Not even 3 minutes later my family is calling my name for us to board. As we were gathering our belongings and walking up to the boarding gate she yells to me and my family, y’all moving pretty slow to be on standby, and says to me you was just up here asking if you were cleared but you taking your time. She made my 7 and 12 year old very uncomfortable when she made those remarks. It takes a lot to upset me but she pushed that button so quickly and doesn’t deserve her job with AA.",Family Leisure,Economy Class,7/1/2023,Very Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Very Satisfied,Dissatisfied,Atlanta,Miami,TRUE,United States,TRUE,Domestic
American Airlines,3,"""Very bad experience as usual""",Very bad experience as usual. Delay in departing from Buffalo airport. The airplane was overweight so we have to wait for 2 passengers to give up their seats. Also arrived at Chicago airport and have to wait almost 2 hours to get off the airplane.,Solo Leisure,Economy Class,7/1/2023,Dissatisfied,Satisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Buffalo,Chicago,TRUE,United States,TRUE,Domestic
American Airlines,1,"""worthless customer service""",American gave away aircraft twice and now no pilot! Incremental delays keep you chasing updates and gate changes. We are 4 hours in and still no hope. Spending 24 hrs to cross country. They will blame weather but they are giving aircraft to other routes. Most worthless customer service ever. Chatbot will provide platitudes,Couple Leisure,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Santa Barbara,Boston,TRUE,United States,TRUE,Domestic
American Airlines,1,"""Do. Not. Fly. American""","AA's plane malfunctioned and caused a half-hour delay, causing us to miss our connector in Heathrow. They didn't communicate anything to us, and automatically rebooked us for a much later flight that night. They did nothing to reimburse us for our ruined first day of vacation, the missed reservations, and attempted to not even reimburse the food we had to get from the airport. They jerked us around for over a month before answering one of our complaints, and then toyed with us for over a month before blocking further communication with us. Do. Not. Fly. American.",Couple Leisure,Economy Class,4/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Charlotte,London Heathrow,TRUE,United Kingdom,FALSE,International
American Airlines,1,"""I doubt I will fly American again""","This is the worst experience. I paid good money to have aisle seats and because our flight was canceled for no known reason, we were bumped to middle seats. I did not pick middle seats for a reason. I paid to have aisle seats and should gave had seats changed to the exact same choice. I doubt I will fly American again. This is the third time we have been screwed by American.",Couple Leisure,Economy Class,7/1/2023,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Salt Lake City,Myrtle Beach,TRUE,United States,TRUE,Domestic
American Airlines,1,"""I will never fly American Airlines again""","Delayed 3 hours out of CVG, heard 3 different explanations of why, including a pilot shortage (from our pilot). Missed our layover in PHL because every American Airlines employee we spoke to refused to help us. Forced to spend the night in Philadelphia because the next plane wasn't until the morning. American Airlines refused to take responsibility for our missed flight so we had to pay for the hotel ourselves. Filed a complaint to the compensation department and they gave me a laughable $25 flight credit. I will never fly American Airlines again and I will be telling all my friends and family of my experience as well. When we asked for help making our connection, the only thing the desk agent said was ""American Airlines is aware of all connecting flights"" instead of offering any kind of help whatsoever. Missed the connection by 2 minutes because the gate was not held open or reopened for us even though the plane was still at the gate upon our arrival. Literally any assistance from anybody could have avoided this whole scenario.",Couple Leisure,Economy Class,7/1/2023,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Cincinnati,Portland,TRUE,United States,TRUE,Domestic
American Airlines,1,"""each ticket will be credited separately""","I booked a flight with American Airlines (first time) as it offered a good price although the operating airlines were known for their bad service. But we decided to trust American Airlines. Well, after a sudden change of plans, I called the not-so-American airlines to cancel the tickets, and was ready for penalties, etc. ... but they offered me a 12 months credit. Ok, sounds nice, United airlines does it, Air France does it. But here is the trick: the 12 months countdown starts the day of the booking. As if it wasn't enough, each ticket will be credited separately, and only the name on that ticket credited can use the credit.  I will update my review when / If we use the credit they issued to each one of us, for the onboard service quality. Till then, American Airlines should live up to the name or fold.",Family Leisure,Economy Class,7/1/2023,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Newark,Madrid,TRUE,Spain,FALSE,International
American Airlines,1,"""worst customer service fiasco""","AA 1289 was scheduled to depart JFK for BDA at 7:05 am on July 3. Some of the vacationers, many with small children, got up at 3am to catch this flight. We finally departed after 9 pm — after more than 14 hours, with no explanation, no apologies and no recompense. There were several aborted reschedulings in the interim. At one of them, the flight crew actually boarded, only to deplane 20 minutes later. They explained to the anxious crowd around the podium that there was a maintenance problem with the auxiliary power unit. So, during one of the busiest travel times of the year, at one of AA’s principal hubs, they didn’t have the wherewithal — parts and/or expertise — to make this repair. In other words, this terrible experience was 100% due to AA’s incompetence. Meanwhile, we got closer and closer in time to predicted, severe thunderstorms, raising the suspicion that AA was hoping nature would let them off the hook for canceling the flight. Finally, AA put us on substitute equipment, 3 hours after it arrived from CLT. I’ve been flying AA for 50 years and have 1.6 million miles. This was the worst customer service fiasco in that span.",Family Leisure,Economy Class,7/1/2023,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,New York,Bermuda,TRUE,Bermuda,FALSE,International
American Airlines,1,"""have to pay again for extra leg room""","I was originally booked to fly out on 7/7/23. I had paid for main cabin tickets, as well as for a seat with extra leg room, complementary alcohol, and a free checked bag (both ways). Within 24hrs I had to change my flight to the next day and was charged $57 for change in ticket price. The person I spoke with assured me the ticket change was equivalent with all the amenities I had purchased with the first ticket. At some point in time, American airlines changed my first flight to jet blue. When trying to check in for my flight tomorrow, I discovered that I was downgraded to coach and now have to pay again for extra leg room and I have to pay $30 to check a bag. Essentially I paid for something I am now not getting. This is simply unacceptable. I may never fly American again.",Solo Leisure,Economy Class,7/1/2023,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,New York,Austin,TRUE,United States,TRUE,Domestic
American Airlines,1,"""Worst flight experience to date""","Worst flight experience to date. Flight kept getting moved all over then delay for 5 hours until they pushed it to the next morning. After that everyone had to stand in line for over 2 hours to get vouchers for a hotel and food, but the food voucher could barely afford a kids meal at the hotel. Hotel was the only option for food since all of the restaurants and shops were closed. Employees were yelling at customers who have been getting the run around for over 5 hours. No one answered any questions on how to use the vouchers nor did they do anything to speed along the process of giving out the vouchers. Ended up getting the run around for so long I just booked a different flight since they weren’t really doing anything to fix the issue aside from making everyone wait even longer for a vouchers that they hardly can use. Only customer service that gets made at you for you being upset and their bad service.",Solo Leisure,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dallas,El Paso,TRUE,United States,TRUE,Domestic
American Airlines,1,"""By far the worst airline""",By far the worst airline in existence. Flights are constantly delayed and customer service is a joke! If you are reading this review. I beg you to learn from series of unfortunate events and avoid this airline at all cost,Business,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Greenville,New orleans,TRUE,United States,TRUE,Domestic
American Airlines,1,"""furious at the lack of respect""","I purchased round-trip tickets for a vacation about 7 months in advance. Within three months, they had changed both my flight to the destination, and back home. The latter was a significant change, adding 5 hours of travel time (60% longer than originally planned) and disrupting plans both before and after the flight. I called to get a refund based on their cancellation of my original flight and putting me on an unsatisfactory alternative, and was told to file a particular form and I would get a refund on the original payment method within a couple weeks, so to just buy alternative flights that worked better. I followed these directions, but two weeks later, was told that my “refund” would be in flight credits, rather than the original payment method. This violates both their agent’s instructions AND Department of Transportation regulations. Yet, after multiple phone calls and email exchanges, I have been told that there is no possibility of receiving an actual refund. As I followed directions and immediately purchased new tickets, the flight credits are worthless to me — they essentially duped me into paying double for my tickets and are unwilling to do anything to resolve the situation. It has been a significant waste of my time, and I am furious at the lack of respect from their customer service team. I have no intention of flying American Airlines again.",Couple Leisure,Economy Class,6/1/2023,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Sacramento,Boston,TRUE,United States,TRUE,Domestic
American Airlines,1,"""failure at the C-suite level""","Bad business practices on multiple levels. I have been corresponding for months with AA over a charge dispute that occurred when I called their 800#. I have emailed all the way to the C-suite, provided pages of back up and detail, and thought the issue was resolved. I have multiple communication with the representatives from AA that ""there was no charge"". Then, when my credit card bill arrives, surprise! There is a charge. So I politely contact them again and now all of the sudden I have to deal with a third party company and not them - ""it's not their problem"". Yet, I only ever contacted AA?? And they didn't know this 3 months ago? Bait and Switch or just poor service standards? As someone in the service industry, I have made it a point to be professional in behavior and in my communications. This is not a failure on the poor representatives they have contacting me. It's a failure at the C-suite level and that is a shame. This was an easy fix and they failed.",Family Leisure,Premium Economy,4/1/2023,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Minneapolis,Venice,TRUE,Italy,FALSE,International
American Airlines,1,"""This aircraft is super duper hot""",I have done multiple flights from different airlines in Economy class but have I experienced this discomfort knowing it's a 13+ hours duration. This aircraft is super duper hot. It's suffocating. No cool air at all that made us feel exhausted the whole flight. Better do something about it because your endangering the health of your passengers.,Family Leisure,Economy Class,6/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dallas Fort Worth,Haneda Japan,TRUE,Japan,FALSE,International
American Airlines,7,"""two pleasant domestic flights""","Chicago O’Hare – Dallas Fort Worth return in Economy (Main cabin). Self Check-in in Chicago and Dallas were fast and efficient with helpful staff. Both flights were delayed, the first one 1.5 hours, the second one 20 minutes. Onboard experience was fine: FA's were friendly, cabin was clean and in a good condition. Seats in A321 were comfortable, but in 737 they felt much smaller when someone is sitting next to you. Inflight WIFI worked well with great entertainment options on your own device. There was also one free drink and snack service (cookies or pretzels) on each flight. I thought I had to pay for alcoholic drinks, but to my surprise I got a free beer. Overall I had two pleasant domestic flights except the delays.",Solo Leisure,Economy Class,4/1/2023,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Chicago O'Hare,Dallas Fort Worth,TRUE,United States,TRUE,Domestic
American Airlines,1,"""customer service was horrible""","American Airlines canceled the flight my wife and I were scheduled on, we sat at the ORF airport for five plus hours waiting for it, delay after delay. We were informed it was canceled due to the incoming flight crew from New York being unable to continue on with our fight due to the delays it incurred. While there getting the bad news with everyone else, we overheard a lady mention that this was the third day in a row the same American Airlines flight had been canceled on her. Due to American Airlines inability to plan ahead and swap flight crews to enable us to fly later that evening when the plane did arrive, it caused us to have to cancel our vacation entirely. When we called American Airlines directly after we were told the flight was canceled, a representative told us they could not get us on another flight to our destination within the next few days. The customer service rep did slip up and say there was another flight with seats on it the next day but the seats were marked up to $4K each and he told us he could not put us on that fight! Due to American Airlines inability to plan ahead or get us on the next flight I was not able to see my Daughter who flew out of Houston to see us, my brother and his children or my Mom and Step-Dad all of whom I have not seen for over a year. I am in the Military and nothing is more disappointing than not getting to see my family the few times a year I can, especially when it's due to an airline company failing to uphold their end of a ticket purchase! Also, due to the last-minute flight cancelation, the non-refundable costs we incurred include; TWA hotel @JFK, our portion of the destination accommodations, and Airport parking for the day we waisted sitting there. My brother also flew American weeks before and had his flight canceled on him two times before he finally made it to his destination. The customer service was horrible when we were on the phone, they did nothing to assist us and were not able to answer most of the questions we had pertaining to our cancelled flight! My advice is don't fly American unless you are prepared to have a week of delays in getting to your destination, it appears this is quickly becoming their standard operating procedure.",Family Leisure,Economy Class,6/1/2023,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Norfolk VA,Antigua,TRUE,Antigua and Barbuda,FALSE,International
American Airlines,1,"""I have not yet received my luggage""","Not just that the professional service was close to the worst. I chose This airline because of the service of the cheaper airlines, but was serviced in the worst way possible. It's also been two days and I have not yet received my luggage which is two days late. Think about this before booking your next flight with American Airlines, I know I won't.",Solo Leisure,Economy Class,6/1/2023,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Atlanta,Philadelphia,TRUE,United States,TRUE,Domestic
American Airlines,2,"""care for the customer is non existent""","Delays are ridiculous, connections are tight, and care for the customer is non existent. I missed my connection because my flight was delayed. I was told 5 times at the first airport that my connecting time was still ""legal"" because it was more than 30 minutes but my flight didn't end up landing until 12 minutes before my connection departed. I made it to the gate before they finished letting on standby passengers but they had already given away my seat and refused to let me on the plane. Then at customer service, they couldn't get me out until late the next day but, since the delay was ""weather"" related, they refused to provide me with any hotel or meal vouchers. Then, at the gate to the next flight, they made me check my bag. Keep in mind that this bag had been fine on the last flight and all of my other flights this week. Now, I'm sitting here waiting for this flight to finally depart but we're delayed again due to maintenance. I'm beginning to wonder if I'm ever going to get home.",Solo Leisure,Economy Class,7/1/2023,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Albany,Orlando,TRUE,United States,TRUE,Domestic
American Airlines,1,"""lack of customer service""","Our 1st flight was delayed, which led us to miss our connecting flight from JFK to London. We waited in the customer service line for about an hour and a half and were told that they had no flights for three days. They were also very rude to us. They did not offer any vouchers for food or accommodations (we did ask!) We were stuck in New York City with all kinds of things planned in Scotland. We called the customer service line and they were able to get us a flight the next day back to Phoenix and then to London. It took us three days to arrive to Scotland and we experienced a lot of stress and unhappiness, with absolutely no help from American Airlines. We missed a day and 1/2 of the trip we had planned for months. We also are out about $1,000 for incurred expenses. Upon returning home, I emailed to ask how to file a grievance, which is what the employee at JFK advised me to do. I have since heard from two people with no explanation of how to do this. The only thing that they sent is a $25 trip the credit for two of us. I’m completely insulted and flabbergasted by their lack of customer service and I will not be flying American Airlines again.",Couple Leisure,Economy Class,6/1/2023,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Los Angeles,London,TRUE,United Kingdom,FALSE,International
American Airlines,3,"""ludicrous flight connection system""","Many passengers on my flight missed their connecting flight due to delays. We were delayed at least 40 minutes taking off. Several passengers in front of me knew as we waited to taxi to the gate they had already missed their connection. The pilot and staff were great. The issue is simple to me. Flights that don't run within 15 min early/late run a huge risk of causing passengers to miss connections. The pilot was transparent in tell us they were assigned to a gate, which was occupied. Then assigned to another gate. Which was also occupied. So we waited on the ground about 20 minutes for an open gate. Don't airports have like 900 gates? I find it ludicrous that the delay was made even worse by the inability of the airport. Charlotte to find a gate. I have a layover, so I won't miss a flight. I guess this review is on behalf of my passengers missing connecting flights, the ludicrous flight connection system, and the entire system itself. I don't want excuses about pilot shortages, luggage handler shortages, import vibration, etc. For $550 for a flight from PA to AL, figure it out.",Solo Leisure,Economy Class,6/1/2023,Neutral,Very Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Philadelphia,Charlotte,TRUE,United States,TRUE,Domestic
American Airlines,1,"""30min waiting for a gate""","Absolutely incompetent flight coordinator and grounds crew management! Last three times to Austin Airport, we sat on the tarmac for 30min waiting for a gate. Then we have to wait an hour + for our baggage claim",Couple Leisure,Economy Class,6/1/2023,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Phoenix,Austin,TRUE,United States,TRUE,Domestic
American Airlines,7,"""great assistance she gave""",I really to thank you Deborah Martin from American Airlines LA for a great assistance she gave to a friend and I. We got out flight changed at the last minute while we was waiting to do the check in. It was changed for the next day and she fixed it putting us in the next flight getting to the destination at the same time. We really appreciate. Thank you again!,Couple Leisure,Economy Class,6/1/2023,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Dissatisfied,Los Angeles,Miami,TRUE,United States,TRUE,Domestic
American Airlines,1,"""never fly American Airlines again""","Worst flight experience I’ve had in a very long time and I have had years where I flew over 50 flights. Missed connection coming in to DFW, misled by flight crew, no gate agents would speak to me, had to get in the only customer service line which was hours long, my luggage arrived nearly 24 hours after I did when I got to my final destination. Captain actually came back and asked us if we had seen anyone loading luggage and then shrugged. What a mess. Gate crews were rude and unconcerned. Will never fly American Airlines again.",Business,Economy Class,6/1/2023,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Salt Lake City,Cleveland,TRUE,United States,TRUE,Domestic
American Airlines,3,"""plans ruined""","Twice, delayed flights, plans ruined because can't make connecting fought to destination. They don't give a damn. Done with them. Recommend you choose another carrier.",Family Leisure,Economy Class,6/1/2023,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Charlotte,Buffalo,TRUE,United States,TRUE,Domestic
American Airlines,1,"""such an incompetent airline""","We flew from Jacksonville to Baltimore. Flight was delayed and I had to make another flight. We stayed at airport over nine hours. Now we are trying to fly back home to Jacksonville and this flight is delayed. Never again will fly such an incompetent airline. So trying to cancel trip in Sept, ticket is non refundable",Family Leisure,Economy Class,6/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Jacksonville,Baltimore,TRUE,United States,TRUE,Domestic
American Airlines,2,"""not be flying with American again""","Terrible. My family and I were forced to check our bags even though there was plenty of room in the overhead compartments for our carry ons, and our carry ons were within the size limit for the compartments. Once at the baggage claim, all of our bags eventually came out except for mine. We headed into the customer relations office to ask if they knew where my bag was, and the woman’s response was, “We’ve been waiting for you to come in here.” They then proceeded to show me that my bag had been completely shredded, and several items inside had been shredded as well. It was very obvious that they were not planning on going out of their way to show me my damaged bag or make up for the damages. I’m very disappointed with the customer service and the lack of awareness in today’s world. I will not be flying with American again.",Family Leisure,Economy Class,6/1/2023,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Dallas,Raleigh,TRUE,United States,TRUE,Domestic
American Airlines,2,"""don't want to use American airlines ever again""","Worst experience ever. Flight delayed then cancelled. Offered hotel voucher but one person for a line as big an aircraft capacity. Five people were helped in 2 hours. Then we got cards that says we're closed and she left. Voucher for food was $12. A hamburger is $25. Doesn't matter, they were all closed. Then delay to another gate to delayed again. We had the plane from last night. They said we could leave are bags on board. So we have a plane with no crew or pilot. Every AA employee was pretty rude and wouldn't do anything for you. I'm cancelling my AA credit card because I don't want to use American airlines ever again.",Solo Leisure,Economy Class,6/1/2023,Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Philadelphia,Denver,TRUE,United States,TRUE,Domestic
American Airlines,1,"""do not know what they are doing""","Flight 703 CLT to BUF was diverted to PIT on Sunday, 25 June 2023, for valid reasons. Stuff happens. Vouchers were given for a hotel and for food. A voucher was promised for travel to hotels that did not have a shuttle service. The travel confirmation texted to my phone contained a link to american-airlines-passengers.tvlinc.com/. The page to which the link led provided a registration code for the hotel and a voucher for $12 for food. In the middle of the page, it said, ""No shuttle: Transport voucher will be available after hotel is booked."" No vouchers were given at the gate in the airport. No voucher was given by the hotel. No voucher appeared in my American Airlines app. No voucher was offered today as I checked back in for the flight to BUF. We were told that all we had to do was to contact aa.com/refunds to file a claim for the travel to and from the hotel. 1. There is no option on aa.com/refunds to ask for transportation to and from the hotel. 2. A link in the support page asks whether the user would like to chat with support, but the page to which the link leads has no portal to a chat system. I do not think American Airlines is competent enough to be lying. They just do not know what they are doing. Stuff happens, but some stuff that happens is contemptible. I pass over the hour wait in PIT for a storage container to be delivered to the pantry. That is a whole other level of incompetence that just added ire to the fire.",Solo Leisure,Economy Class,6/1/2023,Very Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,Charlotte,Buffalo,TRUE,United States,TRUE,Domestic
